,Tout,Ta_chair,RH_chair,survey.id,Preference,chairStatus
0,12.22222222,23.136,53.751000000000005,1,0,0
1,12.22222222,23.424,51.773,1,1,1
2,12.77777778,24.219,50.541000000000004,1,1,1
3,12.22222222,22.561,52.793,1,1,0
4,12.22222222,23.689,50.376000000000005,1,1,1
5,13.88888889,24.774,43.66,1,0,0
6,12.22222222,23.184,47.86600000000001,1,0,0
7,10.0,23.713,44.927,1,0,0
8,10.0,23.737,44.831,1,0,0
9,11.11111111,24.098000000000003,43.948,1,0,0
10,11.11111111,21.676,46.611999999999995,1,2,1
11,10.0,22.609,44.961999999999996,1,0,0
12,11.11111111,23.905,40.923,1,1,1
13,11.11111111,24.074,40.638000000000005,1,1,1
14,15.0,24.363000000000003,45.102,1,0,0
15,13.88888889,24.291,43.472,1,1,1
16,15.0,24.823,41.492,1,0,0
17,13.88888889,23.424,43.606,1,0,0
18,13.88888889,23.256,43.123000000000005,1,0,0
19,18.88888889,23.04,43.165,1,1,1
20,12.22222222,22.896,39.739000000000004,1,0,0
21,12.77777778,22.968000000000004,40.89,1,2,1
22,15.0,22.537,39.836,1,0,0
23,16.11111111,23.761,50.161,1,0,0
24,15.0,22.872,49.918,1,0,0
25,15.0,22.896,50.368,1,0,0
26,16.11111111,23.04,50.131,1,0,0
27,11.11111111,22.034000000000002,39.716,1,0,0
28,10.0,22.968000000000004,37.304,1,0,0
29,8.888888889,22.848000000000003,37.429,1,1,1
30,8.888888889,22.944000000000003,37.404,1,0,0
31,11.11111111,23.713,36.933,1,0,0
32,10.0,22.633000000000003,40.216,1,0,0
33,8.888888889,23.184,41.114,1,0,0
34,12.77777778,24.146,40.579,1,0,0
35,12.22222222,21.891,46.086000000000006,1,0,0
36,11.11111111,22.8,47.98,1,0,0
37,12.77777778,22.896,44.338,1,0,0
38,10.0,22.226,45.245,1,0,0
39,10.0,22.729,46.382,1,0,0
40,12.22222222,23.424,44.926,1,0,0
41,11.11111111,22.561,46.361999999999995,1,0,0
42,11.11111111,22.585,46.527,1,0,0
43,8.888888889,23.184,45.161,1,0,0
44,12.22222222,24.388,47.105,1,0,0
45,12.22222222,24.291,47.711000000000006,1,0,0
46,12.22222222,24.531999999999996,47.806000000000004,1,0,0
47,12.77777778,22.848000000000003,50.33,1,0,0
48,12.77777778,23.375999999999998,50.07899999999999,1,0,0
49,12.22222222,24.074,48.527,1,1,1
50,12.22222222,23.545,51.218,1,0,0
51,12.22222222,23.424,52.343,1,0,0
52,12.22222222,23.641,52.151,1,0,0
53,12.77777778,24.002,50.768,1,0,0
54,12.22222222,23.04,51.119,1,0,0
55,12.22222222,23.978,49.9,1,0,0
56,12.77777778,24.557,48.523,1,0,0
57,12.77777778,23.497,47.937,1,0,0
58,12.77777778,24.074,47.066,1,0,0
59,12.77777778,24.195,45.968999999999994,1,0,0
60,12.77777778,24.05,48.006,1,0,0
61,12.22222222,23.4,48.411,1,0,0
62,12.22222222,23.978,47.478,1,0,0
63,17.22222222,24.726,44.086000000000006,1,0,0
64,13.88888889,23.616999999999997,49.244,1,0,0
65,13.88888889,23.881,48.536,1,0,0
66,12.77777778,23.521,46.347,1,0,0
67,12.77777778,23.545,45.335,1,0,0
68,17.22222222,23.521,48.652,1,1,1
69,17.22222222,23.471999999999998,49.032,1,1,1
70,15.0,24.267,46.437,1,0,0
71,17.77777778,24.243000000000002,45.975,1,0,0
72,18.88888889,24.653000000000002,45.333999999999996,1,0,0
73,12.77777778,23.497,43.448,1,0,0
74,12.77777778,23.016,42.365,1,0,0
75,12.77777778,23.689,42.006,1,0,0
76,12.22222222,22.8,45.05,1,0,0
77,12.22222222,22.489,44.653,1,0,0
78,13.88888889,23.569000000000003,43.092,1,0,0
79,12.77777778,22.058000000000003,48.981,1,0,0
80,12.77777778,22.968000000000004,46.736999999999995,1,0,0
81,13.88888889,23.208000000000002,48.063,1,0,0
82,12.77777778,23.761,48.035,1,0,0
83,12.77777778,23.713,47.38,1,0,0
84,12.77777778,24.074,46.773,1,0,0
85,15.0,23.616999999999997,47.888000000000005,1,0,0
86,15.0,24.991999999999997,45.24100000000001,1,1,1
87,12.77777778,23.04,46.745,1,0,0
88,12.77777778,23.545,46.644,1,0,0
89,12.22222222,23.978,46.663000000000004,1,0,0
90,12.22222222,23.809,46.968999999999994,1,2,1
91,13.88888889,26.206999999999997,43.788999999999994,1,1,1
92,13.88888889,26.206999999999997,43.788999999999994,1,0,0
93,15.0,26.206999999999997,43.788999999999994,1,0,
94,15.0,26.206999999999997,43.788999999999994,1,1,1
95,15.0,26.206999999999997,43.788999999999994,1,1,1
96,16.11111111,26.206999999999997,43.788999999999994,1,0,0
97,13.88888889,26.206999999999997,43.788999999999994,1,0,0
98,13.88888889,26.206999999999997,43.788999999999994,1,1,1
99,15.0,26.206999999999997,43.788999999999994,1,0,0
100,15.0,23.616999999999997,48.986000000000004,1,0,0
101,13.88888889,24.412,47.75899999999999,1,1,1
102,13.88888889,23.954,46.431999999999995,1,0,0
103,13.88888889,23.641,45.608000000000004,1,1,1
104,15.0,23.833000000000002,43.851000000000006,1,1,1
105,15.0,23.978,48.354,1,0,0
106,13.88888889,23.93,44.68899999999999,1,0,0
107,13.88888889,24.171,44.353,1,1,1
108,12.77777778,23.521,42.687,1,2,1
109,12.77777778,24.243000000000002,41.295,1,2,1
110,12.77777778,24.436,41.148,1,0,0
111,15.0,24.991999999999997,39.551,1,0,0
112,12.77777778,23.016,42.365,1,0,0
113,12.22222222,23.16,41.913999999999994,1,1,1
114,12.77777778,24.074,39.693000000000005,1,0,0
115,16.11111111,25.671,37.846,1,1,1
116,12.77777778,23.424,41.641999999999996,1,0,0
117,12.77777778,23.351999999999997,43.532,1,0,0
118,17.22222222,24.05,44.538000000000004,1,1,1
119,17.22222222,24.968000000000004,42.581,1,1,1
120,13.88888889,24.171,44.485,1,0,0
121,17.77777778,21.509,45.258,1,2,1
122,15.0,24.339000000000002,47.131,1,0,0
123,15.0,24.315,46.606,1,1,1
124,15.0,23.833000000000002,45.533,1,0,0
125,15.0,23.593000000000004,48.821999999999996,1,0,0
126,13.88888889,23.93,44.028,1,0,0
127,17.22222222,23.954,45.317,1,0,0
128,13.88888889,23.521,48.263999999999996,1,1,1
129,13.88888889,24.339000000000002,47.099,1,0,0
130,15.0,24.774,43.693000000000005,1,1,1
131,13.88888889,24.388,48.89,1,1,1
132,13.88888889,24.074,47.555,1,0,0
133,15.0,22.320999999999998,45.746,1,0,0
134,13.88888889,23.737,47.87,1,1,1
135,13.88888889,23.978,44.397,1,0,0
136,15.0,24.267,47.643,1,1,1
137,12.77777778,23.881,47.985,1,0,0
138,12.77777778,23.954,46.562,1,0,0
