318.0 , 0.0 , 500.0
318.0 , 0.0 , 1000.0
318.0 , 0.0 , 1500.0
318.0 , 0.0 , 2000.0
318.0 , 0.0 , 2500.0
318.0 , 0.25 , 500.0
318.0 , 0.25 , 1000.0
318.0 , 0.25 , 1500.0
318.0 , 0.25 , 2000.0
318.0 , 0.25 , 2500.0
318.0 , 0.5 , 500.0
318.0 , 0.5 , 1000.0
318.0 , 0.5 , 1500.0
318.0 , 0.5 , 2000.0
318.0 , 0.5 , 2500.0
303.0 , 0.0 , 500.0
303.0 , 0.0 , 1000.0
303.0 , 0.0 , 1500.0
303.0 , 0.0 , 2000.0
303.0 , 0.0 , 2500.0
303.0 , 0.25 , 500.0
303.0 , 0.25 , 1000.0
303.0 , 0.25 , 1500.0
303.0 , 0.25 , 2000.0
303.0 , 0.25 , 2500.0
303.0 , 0.5 , 500.0
303.0 , 0.5 , 1000.0
303.0 , 0.5 , 1500.0
303.0 , 0.5 , 2000.0
303.0 , 0.5 , 2500.0
288.0 , 0.0 , 500.0
288.0 , 0.0 , 1000.0
288.0 , 0.0 , 1500.0
288.0 , 0.0 , 2000.0
288.0 , 0.0 , 2500.0
288.0 , 0.25 , 500.0
288.0 , 0.25 , 1000.0
288.0 , 0.25 , 1500.0
288.0 , 0.25 , 2000.0
288.0 , 0.25 , 2500.0
288.0 , 0.5 , 500.0
288.0 , 0.5 , 1000.0
288.0 , 0.5 , 1500.0
288.0 , 0.5 , 2000.0
288.0 , 0.5 , 2500.0
268.0 , 0.0 , 500.0
268.0 , 0.0 , 1000.0
268.0 , 0.0 , 1500.0
268.0 , 0.0 , 2000.0
268.0 , 0.0 , 2500.0
268.0 , 0.25 , 500.0
268.0 , 0.25 , 1000.0
268.0 , 0.25 , 1500.0
268.0 , 0.25 , 2000.0
268.0 , 0.25 , 2500.0
268.0 , 0.5 , 500.0
268.0 , 0.5 , 1000.0
268.0 , 0.5 , 1500.0
268.0 , 0.5 , 2000.0
268.0 , 0.5 , 2500.0
